x,y,h
-0.99,-0.01,-0.072
-0.99,0,0.004
-0.99,0.01,0.052
-0.99,0.02,0.13
-0.99,0.03,0.15
-0.99,0.04,0.256
-0.99,0.05,0.322
-0.99,0.06,0.376
-0.99,0.07,0.394
-0.99,0.08,0.478
-0.99,0.09,0.49
-0.99,0.1,0.472
-0.99,0.11,0.536
-0.99,0.12,0.562
-0.99,0.13,0.584
-0.99,0.14,0.662
-0.99,0.15,0.676
-0.99,0.16,0.692
-0.99,0.17,0.72
-0.99,0.18,0.73
-0.99,0.19,0.81
-0.99,0.2,0.788
-0.99,0.21,0.796
-0.99,0.22,0.804
-0.99,0.23,0.828
-0.99,0.24,0.82
-0.99,0.25,0.84
-0.99,0.26,0.872
-0.99,0.27,0.85
-0.99,0.28,0.896
-0.99,0.29,0.9
-0.99,0.3,0.904
-0.99,0.31,0.902
-0.99,0.32,0.906
-0.99,0.33,0.922
-0.99,0.34,0.922
-0.99,0.35,0.918
-0.99,0.36,0.914
-0.99,0.37,0.938
-0.99,0.38,0.926
-0.99,0.39,0.95
-0.99,0.4,0.946
-0.99,0.41,0.962
-0.99,0.42,0.962
-0.99,0.43,0.962
-0.99,0.44,0.968
-0.99,0.45,0.974
-0.99,0.46,0.976
-0.99,0.47,0.958
-0.99,0.48,0.974
-0.99,0.49,0.974
-0.99,0.5,0.974
-0.99,0.51,0.984
-0.99,0.52,0.988
-0.99,0.53,0.998
-0.99,0.54,0.974
-0.99,0.55,0.99
-0.99,0.56,0.994
-0.99,0.57,0.98
-0.99,0.58,0.99
-0.99,0.59,0.99
-0.99,0.6,0.992
-0.99,0.61,0.996
-0.99,0.62,0.996
-0.99,0.63,0.996
-0.99,0.64,0.994
-0.99,0.65,0.998
-0.99,0.66,0.998
-0.99,0.67,0.998
-0.99,0.68,0.998
-0.99,0.69,0.998
-0.99,0.7,1
-0.99,0.71,0.998
-0.99,0.72,0.998
-0.99,0.73,1
-0.99,0.74,1
-0.99,0.75,1
-0.99,0.76,1
-0.99,0.77,0.998
-0.99,0.78,1
-0.99,0.79,1
-0.99,0.8,1
-0.99,0.81,1
-0.99,0.82,1
-0.99,0.83,1
-0.99,0.84,1
-0.99,0.85,1
-0.99,0.86,1
-0.99,0.87,1
-0.99,0.88,1
-0.99,0.89,1
-0.99,0.9,1
-0.99,0.91,1
-0.99,0.92,1
-0.99,0.93,1
-0.99,0.94,0.998
-0.99,0.95,1
-0.99,0.96,1
-0.99,0.97,1
-0.99,0.98,1
-0.99,0.99,1
-0.99,1,1
-0.98,-1,-1
-0.98,-0.99,-1
-0.98,-0.98,-1
-0.98,-0.97,-1
-0.98,-0.96,-1
-0.98,-0.95,-1
-0.98,-0.94,-1
-0.98,-0.93,-1
-0.98,-0.92,-1
-0.98,-0.91,-1
-0.98,-0.9,-1
-0.98,-0.89,-1
-0.98,-0.88,-0.998
-0.98,-0.87,-1
-0.98,-0.86,-1
-0.98,-0.85,-1
-0.98,-0.84,-1
-0.98,-0.83,-1
-0.98,-0.82,-0.998
-0.98,-0.81,-1
-0.98,-0.8,-0.998
-0.98,-0.79,-1
-0.98,-0.78,-1
-0.98,-0.77,-1
-0.98,-0.76,-1
-0.98,-0.75,-1
-0.98,-0.74,-1
-0.98,-0.73,-0.998
-0.98,-0.72,-0.998
-0.98,-0.71,-1
-0.98,-0.7,-1
-0.98,-0.69,-0.998
-0.98,-0.68,-0.998
-0.98,-0.67,-0.998
-0.98,-0.66,-0.996
-0.98,-0.65,-0.994
-0.98,-0.64,-0.994
-0.98,-0.63,-0.996
-0.98,-0.62,-0.996
-0.98,-0.61,-0.998
-0.98,-0.6,-0.992
-0.98,-0.59,-0.992
-0.98,-0.58,-0.986
-0.98,-0.57,-0.976
-0.98,-0.56,-0.982
-0.98,-0.55,-0.984
-0.98,-0.54,-0.984
-0.98,-0.53,-0.982
-0.98,-0.52,-0.986
-0.98,-0.51,-0.972
-0.98,-0.5,-0.966
-0.98,-0.49,-0.98
-0.98,-0.48,-0.982
-0.98,-0.47,-0.98
-0.98,-0.46,-0.966
-0.98,-0.45,-0.954
-0.98,-0.44,-0.954
-0.98,-0.43,-0.962
-0.98,-0.42,-0.948
-0.98,-0.41,-0.938
-0.98,-0.4,-0.932
-0.98,-0.39,-0.946
-0.98,-0.38,-0.918
-0.98,-0.37,-0.93
-0.98,-0.36,-0.932
-0.98,-0.35,-0.926
-0.98,-0.34,-0.916
-0.98,-0.33,-0.91
-0.98,-0.32,-0.912
-0.98,-0.31,-0.908
-0.98,-0.3,-0.882
-0.98,-0.29,-0.868
-0.98,-0.28,-0.874
-0.98,-0.27,-0.84
-0.98,-0.26,-0.85
-0.98,-0.25,-0.84
-0.98,-0.24,-0.808
-0.98,-0.23,-0.804
-0.98,-0.22,-0.808
-0.98,-0.21,-0.796
-0.98,-0.2,-0.766
-0.98,-0.19,-0.74
-0.98,-0.18,-0.724
-0.98,-0.17,-0.698
-0.98,-0.16,-0.656
-0.98,-0.15,-0.592
-0.98,-0.14,-0.626
-0.98,-0.13,-0.58
-0.98,-0.12,-0.568
-0.98,-0.11,-0.49
-0.98,-0.1,-0.428
-0.98,-0.09,-0.462
-0.98,-0.08,-0.364
-0.98,-0.07,-0.366
-0.98,-0.06,-0.38
-0.98,-0.05,-0.296
-0.98,-0.04,-0.2
-0.98,-0.03,-0.192
-0.98,-0.02,-0.104
-0.98,-0.01,-0.06
-0.98,0,-0.01
-0.98,0.01,0.078
-0.98,0.02,0.106
-0.98,0.03,0.168
-0.98,0.04,0.218
-0.98,0.05,0.28
-0.98,0.06,0.354
-0.98,0.07,0.362
-0.98,0.08,0.4
-0.98,0.09,0.43
-0.98,0.1,0.45
-0.98,0.11,0.512
-0.98,0.12,0.504
-0.98,0.13,0.594
-0.98,0.14,0.582
-0.98,0.15,0.618
-0.98,0.16,0.716
-0.98,0.17,0.698
-0.98,0.18,0.734
-0.98,0.19,0.764
-0.98,0.2,0.776
-0.98,0.21,0.754
-0.98,0.22,0.786
-0.98,0.23,0.824
-0.98,0.24,0.822
-0.98,0.25,0.816
-0.98,0.26,0.83
-0.98,0.27,0.85
-0.98,0.28,0.842
-0.98,0.29,0.88
-0.98,0.3,0.872
-0.98,0.31,0.88
-0.98,0.32,0.882
-0.98,0.33,0.894
-0.98,0.34,0.912
-0.98,0.35,0.922
-0.98,0.36,0.914
-0.98,0.37,0.944
-0.98,0.38,0.936
-0.98,0.39,0.944
-0.98,0.4,0.948
-0.98,0.41,0.958
-0.98,0.42,0.95
-0.98,0.43,0.948
-0.98,0.44,0.958
-0.98,0.45,0.968
-0.98,0.46,0.962
-0.98,0.47,0.966
-0.98,0.48,0.958
-0.98,0.49,0.982
-0.98,0.5,0.988
-0.98,0.51,0.972
-0.98,0.52,0.98
-0.98,0.53,0.982
-0.98,0.54,0.99
-0.98,0.55,0.988
-0.98,0.56,0.982
-0.98,0.57,0.99
-0.98,0.58,0.99
-0.98,0.59,0.99
-0.98,0.6,0.992
-0.98,0.61,0.996
-0.98,0.62,0.988
-0.98,0.63,0.998
-0.98,0.64,0.998
-0.98,0.65,0.994
-0.98,0.66,0.996
-0.98,0.67,0.99
-0.98,0.68,0.994
-0.98,0.69,1
-0.98,0.7,0.996
-0.98,0.71,0.998
-0.98,0.72,0.996
-0.98,0.73,1
-0.98,0.74,1
-0.98,0.75,1
-0.98,0.76,1
-0.98,0.77,1
-0.98,0.78,1
-0.98,0.79,1
-0.98,0.8,1
-0.98,0.81,1
-0.98,0.82,0.998
-0.98,0.83,1
-0.98,0.84,1
-0.98,0.85,1
-0.98,0.86,1
-0.98,0.87,1
-0.98,0.88,1
-0.98,0.89,1
-0.98,0.9,1
-0.98,0.91,1
-0.98,0.92,1
-0.98,0.93,1
-0.98,0.94,1
-0.98,0.95,1
-0.98,0.96,1
-0.98,0.97,1
-0.98,0.98,1
-0.98,0.99,1
-0.98,1,1
-0.97,-1,-1
-0.97,-0.99,-1
-0.97,-0.98,-1
-0.97,-0.97,-1
-0.97,-0.96,-1
-0.97,-0.95,-1
-0.97,-0.94,-1
-0.97,-0.93,-1
-0.97,-0.92,-1
-0.97,-0.91,-1
-0.97,-0.9,-1
-0.97,-0.89,-1
-0.97,-0.88,-1
-0.97,-0.87,-1
-0.97,-0.86,-1
-0.97,-0.85,-1
-0.97,-0.84,-1
-0.97,-0.83,-1
-0.97,-0.82,-1
-0.97,-0.81,-1
-0.97,-0.8,-1
-0.97,-0.79,-1
-0.97,-0.78,-1
-0.97,-0.77,-1
-0.97,-0.76,-1
-0.97,-0.75,-1
-0.97,-0.74,-1
-0.97,-0.73,-1
-0.97,-0.72,-1
-0.97,-0.71,-1
-0.97,-0.7,-0.998
-0.97,-0.69,-0.992
-0.97,-0.68,-1
-0.97,-0.67,-0.992
-0.97,-0.66,-0.994
-0.97,-0.65,-0.996
-0.97,-0.64,-0.998
-0.97,-0.63,-0.992
-0.97,-0.62,-0.984
-0.97,-0.61,-0.998
-0.97,-0.6,-0.992
-0.97,-0.59,-0.992
-0.97,-0.58,-0.984
-0.97,-0.57,-0.984
-0.97,-0.56,-0.99
-0.97,-0.55,-0.982
-0.97,-0.54,-0.978
-0.97,-0.53,-0.978
-0.97,-0.52,-0.972
-0.97,-0.51,-0.978
-0.97,-0.5,-0.974
-0.97,-0.49,-0.968
-0.97,-0.48,-0.958
-0.97,-0.47,-0.96
-0.97,-0.46,-0.958
-0.97,-0.45,-0.952
-0.97,-0.44,-0.96
-0.97,-0.43,-0.938
-0.97,-0.42,-0.96
-0.97,-0.41,-0.938
-0.97,-0.4,-0.958
-0.97,-0.39,-0.928
-0.97,-0.38,-0.924
-0.97,-0.37,-0.932
-0.97,-0.36,-0.906
-0.97,-0.35,-0.922
-0.97,-0.34,-0.892
-0.97,-0.33,-0.876
-0.97,-0.32,-0.874
-0.97,-0.31,-0.89
-0.97,-0.3,-0.888
-0.97,-0.29,-0.882
-0.97,-0.28,-0.85
-0.97,-0.27,-0.84
-0.97,-0.26,-0.806
-0.97,-0.25,-0.796
-0.97,-0.24,-0.812
-0.97,-0.23,-0.788
-0.97,-0.22,-0.786
-0.97,-0.21,-0.748
-0.97,-0.2,-0.744
-0.97,-0.19,-0.734
-0.97,-0.18,-0.684
-0.97,-0.17,-0.694
-0.97,-0.16,-0.67
-0.97,-0.15,-0.658
-0.97,-0.14,-0.632
-0.97,-0.13,-0.594
-0.97,-0.12,-0.546
-0.97,-0.11,-0.514
-0.97,-0.1,-0.442
-0.97,-0.09,-0.426
-0.97,-0.08,-0.392
-0.97,-0.07,-0.388
-0.97,-0.06,-0.318
-0.97,-0.05,-0.278
-0.97,-0.04,-0.204
-0.97,-0.03,-0.128
-0.97,-0.02,-0.166
-0.97,-0.01,-0.064
-0.97,0,0.006
-0.97,0.01,0.062
-0.97,0.02,0.088
-0.97,0.03,0.154
-0.97,0.04,0.256
-0.97,0.05,0.296
-0.97,0.06,0.3
-0.97,0.07,0.334
-0.97,0.08,0.422
-0.97,0.09,0.45
-0.97,0.1,0.476
-0.97,0.11,0.528
-0.97,0.12,0.576
-0.97,0.13,0.56
-0.97,0.14,0.63
-0.97,0.15,0.668
-0.97,0.16,0.682
-0.97,0.17,0.676
-0.97,0.18,0.716
-0.97,0.19,0.726
-0.97,0.2,0.714
-0.97,0.21,0.744
-0.97,0.22,0.818
-0.97,0.23,0.818
-0.97,0.24,0.796
-0.97,0.25,0.806
-0.97,0.26,0.848
-0.97,0.27,0.83
-0.97,0.28,0.87
-0.97,0.29,0.874
-0.97,0.3,0.866
-0.97,0.31,0.892
-0.97,0.32,0.886
-0.97,0.33,0.896
-0.97,0.34,0.896
-0.97,0.35,0.882
-0.97,0.36,0.924
-0.97,0.37,0.926
-0.97,0.38,0.914
-0.97,0.39,0.938
-0.97,0.4,0.942
-0.97,0.41,0.934
-0.97,0.42,0.928
-0.97,0.43,0.956
-0.97,0.44,0.94
-0.97,0.45,0.958
-0.97,0.46,0.95
-0.97,0.47,0.964
-0.97,0.48,0.968
-0.97,0.49,0.976
-0.97,0.5,0.978
-0.97,0.51,0.974
-0.97,0.52,0.978
-0.97,0.53,0.992
-0.97,0.54,0.976
-0.97,0.55,0.98
-0.97,0.56,0.97
-0.97,0.57,0.992
-0.97,0.58,0.996
-0.97,0.59,0.982
-0.97,0.6,0.994
-0.97,0.61,0.996
-0.97,0.62,0.986
-0.97,0.63,0.99
-0.97,0.64,0.994
-0.97,0.65,0.996
-0.97,0.66,0.994
-0.97,0.67,0.998
-0.97,0.68,0.994
-0.97,0.69,1
-0.97,0.7,0.996
-0.97,0.71,0.996
-0.97,0.72,1
-0.97,0.73,1
-0.97,0.74,1
-0.97,0.75,1
-0.97,0.76,1
-0.97,0.77,0.998
-0.97,0.78,1
-0.97,0.79,0.998
-0.97,0.8,1
-0.97,0.81,1
-0.97,0.82,1
-0.97,0.83,1
-0.97,0.84,1
-0.97,0.85,1
-0.97,0.86,1
-0.97,0.87,1
-0.97,0.88,1
-0.97,0.89,1
-0.97,0.9,1
-0.97,0.91,1
-0.97,0.92,1
-0.97,0.93,1
-0.97,0.94,1
-0.97,0.95,1
-0.97,0.96,1
-0.97,0.97,1
-0.97,0.98,1
-0.97,0.99,1
-0.97,1,1
-0.96,-1,-1
-0.96,-0.99,-1
-0.96,-0.98,-1
-0.96,-0.97,-1
-0.96,-0.96,-1
-0.96,-0.95,-1
-0.96,-0.94,-1
-0.96,-0.93,-1
-0.96,-0.92,-1
-0.96,-0.91,-1
-0.96,-0.9,-1
-0.96,-0.89,-1
-0.96,-0.88,-1
-0.96,-0.87,-1
-0.96,-0.86,-1
-0.96,-0.85,-1
-0.96,-0.84,-1
-0.96,-0.83,-1
-0.96,-0.82,-1
-0.96,-0.81,-1
-0.96,-0.8,-1
-0.96,-0.79,-1
-0.96,-0.78,-1
-0.96,-0.77,-1
-0.96,-0.76,-0.998
-0.96,-0.75,-1
-0.96,-0.74,-1
-0.96,-0.73,-0.998
-0.96,-0.72,-0.996
-0.96,-0.71,-0.998
-0.96,-0.7,-0.998
-0.96,-0.69,-0.996
-0.96,-0.68,-0.996
-0.96,-0.67,-0.998
-0.96,-0.66,-0.998
-0.96,-0.65,-0.996
-0.96,-0.64,-0.992
-0.96,-0.63,-1
-0.96,-0.62,-0.992
-0.96,-0.61,-0.992
-0.96,-0.6,-0.984
-0.96,-0.59,-0.994
-0.96,-0.58,-0.986
-0.96,-0.57,-0.984
-0.96,-0.56,-0.98
-0.96,-0.55,-0.986
-0.96,-0.54,-0.98
-0.96,-0.53,-0.98
-0.96,-0.52,-0.976
-0.96,-0.51,-0.982
-0.96,-0.5,-0.982
-0.96,-0.49,-0.974
-0.96,-0.48,-0.962
-0.96,-0.47,-0.956
-0.96,-0.46,-0.96
-0.96,-0.45,-0.954
-0.96,-0.44,-0.938
-0.96,-0.43,-0.932
-0.96,-0.42,-0.956
-0.96,-0.41,-0.938
-0.96,-0.4,-0.93
-0.96,-0.39,-0.92
-0.96,-0.38,-0.9
-0.96,-0.37,-0.894
-0.96,-0.36,-0.904
-0.96,-0.35,-0.906
-0.96,-0.34,-0.904
-0.96,-0.33,-0.892
-0.96,-0.32,-0.9
-0.96,-0.31,-0.874
-0.96,-0.3,-0.86
-0.96,-0.29,-0.858
-0.96,-0.28,-0.83
-0.96,-0.27,-0.84
-0.96,-0.26,-0.788
-0.96,-0.25,-0.818
-0.96,-0.24,-0.776
-0.96,-0.23,-0.79
-0.96,-0.22,-0.754
-0.96,-0.21,-0.722
-0.96,-0.2,-0.704
-0.96,-0.19,-0.71
-0.96,-0.18,-0.716
-0.96,-0.17,-0.654
-0.96,-0.16,-0.642
-0.96,-0.15,-0.612
-0.96,-0.14,-0.61
-0.96,-0.13,-0.552
-0.96,-0.12,-0.526
-0.96,-0.11,-0.484
-0.96,-0.1,-0.486
-0.96,-0.09,-0.42
-0.96,-0.08,-0.392
-0.96,-0.07,-0.338
-0.96,-0.06,-0.326
-0.96,-0.05,-0.246
-0.96,-0.04,-0.238
-0.96,-0.03,-0.142
-0.96,-0.02,-0.088
-0.96,-0.01,-0.084
-0.96,0,-0.024
-0.96,0.01,0.096
-0.96,0.02,0.076
-0.96,0.03,0.196
-0.96,0.04,0.202
-0.96,0.05,0.264
-0.96,0.06,0.32
-0.96,0.07,0.358
-0.96,0.08,0.336
-0.96,0.09,0.398
-0.96,0.1,0.444
-0.96,0.11,0.472
-0.96,0.12,0.51
-0.96,0.13,0.55
-0.96,0.14,0.606
-0.96,0.15,0.66
-0.96,0.16,0.63
-0.96,0.17,0.696
-0.96,0.18,0.69
-0.96,0.19,0.738
-0.96,0.2,0.72
-0.96,0.21,0.728
-0.96,0.22,0.794
-0.96,0.23,0.792
-0.96,0.24,0.742
-0.96,0.25,0.796
-0.96,0.26,0.846
-0.96,0.27,0.828
-0.96,0.28,0.84
-0.96,0.29,0.826
-0.96,0.3,0.854
-0.96,0.31,0.88
-0.96,0.32,0.864
-0.96,0.33,0.9
-0.96,0.34,0.87
-0.96,0.35,0.87
-0.96,0.36,0.91
-0.96,0.37,0.928
-0.96,0.38,0.9
-0.96,0.39,0.924
-0.96,0.4,0.928
-0.96,0.41,0.93
-0.96,0.42,0.948
-0.96,0.43,0.936
-0.96,0.44,0.938
-0.96,0.45,0.96
-0.96,0.46,0.946
-0.96,0.47,0.952
-0.96,0.48,0.95
-0.96,0.49,0.968
-0.96,0.5,0.966
-0.96,0.51,0.98
-0.96,0.52,0.974
-0.96,0.53,0.978
-0.96,0.54,0.982
-0.96,0.55,0.978
-0.96,0.56,0.982
-0.96,0.57,0.98
-0.96,0.58,0.98
-0.96,0.59,0.986
-0.96,0.6,0.984
-0.96,0.61,0.988
-0.96,0.62,0.992
-0.96,0.63,0.994
-0.96,0.64,0.996
-0.96,0.65,0.998
-0.96,0.66,0.996
-0.96,0.67,1
-0.96,0.68,0.994
-0.96,0.69,1
-0.96,0.7,0.998
-0.96,0.71,0.998
-0.96,0.72,1
-0.96,0.73,0.998
-0.96,0.74,0.998
-0.96,0.75,1
-0.96,0.76,0.998
-0.96,0.77,1
-0.96,0.78,1
-0.96,0.79,1
-0.96,0.8,0.996
-0.96,0.81,1
-0.96,0.82,0.998
-0.96,0.83,0.998
-0.96,0.84,1
-0.96,0.85,1
-0.96,0.86,1
-0.96,0.87,1
-0.96,0.88,1
-0.96,0.89,1
-0.96,0.9,1
-0.96,0.91,0.998
-0.96,0.92,1
-0.96,0.93,1
-0.96,0.94,1
-0.96,0.95,1
-0.96,0.96,1
-0.96,0.97,1
-0.96,0.98,1
-0.96,0.99,1
-0.96,1,1
-0.95,-1,-1
-0.95,-0.99,-1
-0.95,-0.98,-1
-0.95,-0.97,-1
-0.95,-0.96,-1
-0.95,-0.95,-1
-0.95,-0.94,-1
-0.95,-0.93,-1
-0.95,-0.92,-1
-0.95,-0.91,-1
-0.95,-0.9,-1
-0.95,-0.89,-1
-0.95,-0.88,-1
-0.95,-0.87,-1
-0.95,-0.86,-1
-0.95,-0.85,-1
-0.95,-0.84,-1
-0.95,-0.83,-0.996
-0.95,-0.82,-1
-0.95,-0.81,-1
-0.95,-0.8,-1
-0.95,-0.79,-1
-0.95,-0.78,-1
-0.95,-0.77,-1
-0.95,-0.76,-1
-0.95,-0.75,-1
-0.95,-0.74,-0.998
-0.95,-0.73,-1
-0.95,-0.72,-0.998
-0.95,-0.71,-1
-0.95,-0.7,-1
-0.95,-0.69,-1
-0.95,-0.68,-0.998
-0.95,-0.67,-0.996
-0.95,-0.66,-0.994
-0.95,-0.65,-0.996
-0.95,-0.64,-0.984
-0.95,-0.63,-0.99
-0.95,-0.62,-0.986
-0.95,-0.61,-0.984
-0.95,-0.6,-0.982
-0.95,-0.59,-0.984
-0.95,-0.58,-0.976
-0.95,-0.57,-0.98
-0.95,-0.56,-0.984
-0.95,-0.55,-0.972
-0.95,-0.54,-0.976
-0.95,-0.53,-0.974
-0.95,-0.52,-0.98
-0.95,-0.51,-0.96
-0.95,-0.5,-0.97
-0.95,-0.49,-0.944
-0.95,-0.48,-0.96
-0.95,-0.47,-0.958
-0.95,-0.46,-0.946
-0.95,-0.45,-0.938
-0.95,-0.44,-0.93
-0.95,-0.43,-0.934
-0.95,-0.42,-0.93
-0.95,-0.41,-0.924
-0.95,-0.4,-0.922
-0.95,-0.39,-0.896
-0.95,-0.38,-0.882
-0.95,-0.37,-0.924
-0.95,-0.36,-0.896
